epoch,acc,loss,val_acc,val_loss
0,0.9282961284943445,0.23962025414362736,0.9797536457933482,0.07391417583009079
1,0.973461072570038,0.08994512119749734,0.9865496248390795,0.04907884951965055
2,0.9792187770384004,0.07337851046306337,0.9900891972249752,0.03939348383057091
3,0.9819717778101783,0.06383894625914639,0.9886733682908705,0.042584920235559834
4,0.9838595497673259,0.059015517268850674,0.991788191986408,0.03310580404063798
5,0.9847562414460334,0.05450494073692499,0.9903723630523034,0.03640761332057635
6,0.9850866015394718,0.05252661824316176,0.991788191986408,0.035412378185110484
7,0.9865810876722136,0.04917195173417479,0.9922129406767662,0.030160053959155074
8,0.9875721679487784,0.04582123664837374,0.9927792722976665,0.030897650241151826
9,0.988154230968899,0.043269705654127015,0.9919297748831941,0.03742955880367668
10,0.9885947110922334,0.04337000134245063,0.9929208551944526,0.03217356210019396
11,0.988909339751758,0.042882396723465166,0.9910802775024777,0.03905807226267416
12,0.9889879969166392,0.04229978885016554,0.9932040209880247,0.027956413373921872
13,0.9894127456069973,0.03997196427868924,0.9934871867478409,0.028525667714819757
14,0.9892396998451964,0.04039865970621753,0.9932040209542687,0.030731627493260257
15,0.9900577343590228,0.03855791478135804,0.9946198499558854,0.028072810303901425
16,0.9903094372866424,0.0390093688725442,0.9954693473366019,0.026563183553122326
17,0.9898846885972219,0.03823085840643618,0.9946198499558854,0.028191819739460798
18,0.9903251687196186,0.036851991462194145,0.9949030157157015,0.02806051627572056
19,0.9905768716472384,0.03621726503058833,0.9947614328189155,0.025866895098300285
20,0.9908128431428195,0.035308654050210955,0.9946198499221294,0.027622852892683937
21,0.9910173517705728,0.035265570626966204,0.9939119354381991,0.03167033972625232
22,0.9917252662545031,0.03343171175751889,0.9939119354381991,0.02804781020802475
23,0.9917252662554408,0.033723155800705694,0.9946198499558854,0.02861141593597564
24,0.9917567291204555,0.03337939729082772,0.9949030157157015,0.028378609716240875
25,0.9917409976884171,0.033756945693635396,0.9946198499221294,0.025459824105411952
26,0.9916308776566457,0.033939459490387534,0.995752513130174,0.0273350493706673
27,0.9925904950691334,0.03096969841393154,0.9943366841623132,0.026415420286117413
28,0.9917724605534318,0.033313484785420296,0.9953277644398157,0.02656519589167758
29,0.9918353862853367,0.03397877118683314,0.9947614328526715,0.02357237432466636
30,0.9914578318939072,0.03363046337434676,0.9951861815092736,0.026040565804113507
31,0.992747809397958,0.030965879121573323,0.9954693473366019,0.02852820624960473
32,0.9925590322022433,0.031437732400362337,0.9947614328526715,0.025416609856111688
33,0.9920713577799801,0.03429054653094681,0.9950445986124876,0.0252799239905154
34,0.992401717872481,0.03140907528582585,0.9950445986124876,0.027202002891046167
35,0.9920713577799801,0.031598642796749295,0.9953277644060597,0.024087121596315344
36,0.9927006150990294,0.03133667439311565,0.9950445986124876,0.028698975331422672
37,0.9926848836660531,0.030580845272004754,0.9951861815092736,0.029369399661375875
38,0.9931410952223638,0.030323079692914895,0.995752513096418,0.02341750169399236
39,0.9929837808926015,0.02840939839694457,0.9956109301996319,0.02658083502256049
40,0.9926219579341482,0.03172588987914715,0.9953277644060597,0.023647913870893697
41,0.9930467066245064,0.02843684837299005,0.995752513096418,0.024894715830762193
42,0.9929208551606966,0.03070568060911995,0.9961772617867761,0.024351171433303186
43,0.9934242610168736,0.027208948547484502,0.995752513096418,0.026799704819783794
44,0.9930309751915302,0.03178588746913589,0.9951861815430296,0.02753252732774552
45,0.9935815753456982,0.028636653749581062,0.995894095993204,0.02278819145297227
46,0.9934399924489121,0.027552639178849054,0.9960356789237461,0.026190703541471023
47,0.9931253637903252,0.02965461854772165,0.9954693473366019,0.026739459327411848
48,0.9938962040052228,0.026665935761985362,0.995752513096418,0.025986980528540326
49,0.9936287696446269,0.029184554119564367,0.9949030157494575,0.03047975833487359
50,0.9934557238818884,0.02927139327790223,0.9963188446835622,0.025669402093171166
51,0.9934557238818884,0.029124447097948796,0.995752513130174,0.026083868732417987
52,0.9935501124797458,0.02796703983889489,0.9954693473028459,0.02516386087355003
53,0.9932512152531974,0.028760876777497214,0.9966020104771344,0.02247683886117497
54,0.9938332782733179,0.027272412241401197,0.9964604275803483,0.023595426365929102
55,0.9933770667170072,0.026501958359953916,0.995894095993204,0.024803647321328684
56,0.9936759639435556,0.028314654911466168,0.9961772617867761,0.02245893922151321
57,0.9937546211084368,0.027768402827941734,0.9951861815092736,0.024750799911568953
58,0.9936287696446269,0.028775280122176627,0.995894095993204,0.027029548773073002
59,0.9937860839743893,0.02686771380884437,0.995894095993204,0.027538395295138254
60,0.9929365865936728,0.03143558402280431,0.9953277644060597,0.02683703136336279
61,0.9936130382116507,0.029914575222873312,0.9961772617867761,0.025511249816450216
62,0.9936287696446269,0.02787767203751646,0.9961772617867761,0.025839309000796017
63,0.9940220554690327,0.02715688758816169,0.9963188446835622,0.02434889966480513
64,0.9935973067786744,0.02717036264096586,0.9954693473028459,0.02675360024583326
65,0.9936759639435556,0.025829095349124455,0.995752513096418,0.02515576609463282
66,0.9939119354381991,0.025391480695566078,0.9951861815092736,0.023434196765121856
